Frequency (Hz),Trace 2 (dBV),Phase (deg)
9.765625,-0.9954428959325462,179.8262337157842
14.6484375,-11.42854199195271,179.0489539145869
19.53125,-34.22410079021353,162.9788378604922
24.4140625,-51.65359413546204,61.4376508514272
29.296875,-51.75940373924973,50.20283165085026
34.1796875,-52.04834312488892,46.40985022774823
39.0625,-52.66949512399069,41.40890739141317
43.9453125,-52.98957986650375,38.55927206318916
48.828125,-53.03854823340252,39.38422698113301
53.7109375,-53.24006756451507,93.54400976707255
58.59375,-53.23045095527092,53.45282486860407
63.4765625,-53.46586675314207,21.15517342677175
68.359375,-53.66372065906973,168.6005123421382
73.2421875,-53.40103120673146,124.4218107831846
78.125,-52.9474499218236,134.8542361154373
83.0078125,-52.15568348723849,143.724376872788
87.890625,-51.68291252148136,141.2071631492052
92.7734375,-51.50946598373524,152.1867863504615
97.65625,-51.50444244184386,169.0416043684313
102.5390625,-51.94962939213691,171.1031456023692
107.421875,-52.59108925396171,104.6434520559788
112.3046875,-52.79970910924923,70.96502969203833
117.1875,-52.9470679780154,54.11147765112149
122.0703125,-52.5163461884727,60.51265696285419
126.953125,-52.41675183115148,67.89905353615683
131.8359375,-52.49160199164321,73.37408388256439
136.71875,-52.33041712279255,99.25740831328838
141.6015625,-52.37588643005711,122.9441179621117
146.484375,-52.54855736064773,25.41776119042322
151.3671875,-52.59685884163922,70.76053850701753
156.25,-52.42103648269194,70.16605436966624
161.1328125,-52.22038958778686,61.27843625500454
166.015625,-51.96002480255758,53.31682433840773
170.8984375,-51.63019385169157,45.28089284013054
175.78125,-51.55237920205092,33.50152013520837
180.6640625,-51.33163044994249,26.02994737942492
185.546875,-51.25458953268794,19.01178485228715
190.4296875,-51.28248432866783,7.163230249911967
195.3125,-51.78298166842435,172.8412596572435
200.1953125,-51.69224255861562,156.0481793730342
205.078125,-51.3982875674572,131.4150235268918
209.9609375,-51.37733625192016,106.5082534469146
214.84375,-51.28819956220866,105.7138714778072
219.7265625,-51.09031904912282,80.99406007403987
224.609375,-51.13843516735785,2.142982611318585
229.4921875,-51.24153027284351,153.3874751938593
234.375,-51.18617028044174,148.3767942858622
239.2578125,-51.00736960508722,151.4490576348595
244.140625,-50.88489572171663,165.4707674157684
249.0234375,-51.34861957602659,163.0185318631635
253.90625,-51.65603133892051,137.4746957680797
258.7890625,-51.63089254428799,111.5032578684426
263.671875,-51.77353729655333,107.4694508615836
268.5546875,-52.06049421178304,97.94836248088161
273.4375,-52.23288224665574,77.58671992459557
278.3203125,-52.6515959158272,131.4623222851629
283.203125,-52.52841411697494,92.63018996185804
288.0859375,-51.88872652167417,97.99180339465748
292.96875,-51.86756130617361,110.3103302826077
297.8515625,-52.12518962753641,121.0529144513491
302.734375,-51.57384918988193,131.3896484315298
307.6171875,-51.38495607948575,144.6767826662017
312.5,-51.68834230816639,50.79908268577701
317.3828125,-51.85257293127083,128.9203862290766
322.265625,-51.88892902610382,129.0312800841731
327.1484375,-51.76572306927019,132.737205225644
332.03125,-51.69859326406434,137.0277558239891
336.9140625,-51.72288381686879,141.5507939275257
341.796875,-51.63139482135709,143.8687998824645
346.6796875,-51.91753739543883,138.1020915640759
351.5625,-52.32619259667665,103.7240972078584
356.4453125,-52.77018806353247,22.82538851389037
361.328125,-52.51863521677741,169.8539092191165
366.2109375,-51.6887177316063,175.8558365477158
371.09375,-51.27474595916048,14.18386309606272
375.9765625,-51.2072815281137,29.90659343430932
380.859375,-51.08842899541291,35.97393655884004
385.7421875,-51.03060178561486,32.34456072949698
390.625,-50.95735566467928,57.4048683848497
395.5078125,-51.03139466161798,39.60157259937104
400.390625,-51.07610251418655,32.3850580640943
405.2734375,-50.85824550406917,26.18109704205969
410.15625,-50.9971611208971,12.6677581321019
415.0390625,-50.98511653109494,173.1736991963782
419.921875,-51.07385329867769,159.7472070735783
424.8046875,-51.43769244224791,145.4852517307146
429.6875,-51.3868271416224,140.7498942053236
434.5703125,-51.70207125883184,135.5157993311824
439.453125,-52.06277921404343,118.1937861840361
444.3359375,-52.07008664213922,106.9075351790461
449.21875,-51.74355323811569,97.18495673401394
454.1015625,-51.7155695198586,82.26749227663063
458.984375,-51.97215868050662,75.714315920861
463.8671875,-51.73452056057695,69.95294308423938
468.75,-51.49527215739851,57.05717719091368
473.6328125,-51.53553465919718,53.37004362395815
478.515625,-51.31494303267579,74.06705558760231
483.3984375,-51.29165451857696,119.1235419298778
488.28125,-51.24837848603541,155.8539841710367
493.1640625,-51.74162800941744,154.8031365358017
498.046875,-52.1869654420919,144.9343079488104
502.9296875,-52.09693716757275,135.545766722429
507.8125,-52.24261398946332,149.0389909936841
