Frequency (Hz),Trace 2 (dBV),Phase (deg)
0,-9.324348888251894,180
4.8828125,-9.634048618556708,0.07635321179368616
9.765625,-13.13273162920176,0.09674873596603832
14.6484375,-23.56534475326811,0.4180289782901385
19.53125,-46.31098421573216,8.057497695274504
24.4140625,-62.73279226674187,137.6546462451054
29.296875,-62.97695481002989,145.6939116972105
34.1796875,-63.04288143929342,118.5913811467073
39.0625,-62.7026842170266,128.6206571669472
43.9453125,-62.81162852188614,137.6405360972699
48.828125,-62.97229996082694,149.2784268337697
53.7109375,-62.82352385982465,156.9100043098022
58.59375,-62.79421943294768,167.8033785620231
63.4765625,-62.67486755385956,8.145749596041201
68.359375,-62.69068711327201,179.2862600378751
73.2421875,-62.53084654152712,154.8104332954451
78.125,-62.44583344463493,142.320189540447
83.0078125,-62.30310576228658,131.3911082375874
87.890625,-61.96830347974825,99.34786621817949
92.7734375,-62.1213163707007,40.01449117436676
97.65625,-62.26350931847548,170.1849700634665
102.5390625,-61.98147159300117,145.3162541694902
107.421875,-61.9572451639347,133.8213916244458
112.3046875,-61.94701016378124,130.9944091028986
117.1875,-62.09241384462111,125.2518140481064
122.0703125,-62.12692759191292,121.4457790174907
126.953125,-62.36589366207931,128.7211501887438
131.8359375,-63.09375556799726,134.2787170119579
136.71875,-63.45612513811405,159.9276014244452
141.6015625,-62.99683444858684,16.42584738925576
146.484375,-62.62336228742772,56.48602384831079
151.3671875,-62.7727726783509,104.6719711043031
156.25,-63.19824096783022,112.6917547044647
161.1328125,-62.97961790487171,128.4888848635978
166.015625,-62.72021791370513,138.1538531705941
170.8984375,-62.69235395720874,142.7838126474097
175.78125,-62.88796125620596,160.9708721478134
180.6640625,-63.17745677348456,5.882018305682594
185.546875,-62.85529773939409,26.35060034877382
190.4296875,-62.3167398325262,38.17692070088912
195.3125,-62.48148644858777,41.01454833882374
200.1953125,-62.79925291314765,26.75235409863412
205.078125,-62.76907872286674,159.1755174471912
209.9609375,-62.43870665589087,135.5315568460591
214.84375,-62.61620833432832,83.14334923335988
219.7265625,-63.56047624726135,51.24965224247511
224.609375,-63.6713988726722,35.19122100647156
229.4921875,-63.37173419134525,17.31057742251944
234.375,-63.39007178051958,175.0262788264534
239.2578125,-63.17518677135943,151.1890826491297
244.140625,-62.4797909840159,119.4826677557095
249.0234375,-61.78662027558741,98.62153768350507
253.90625,-61.42474556521123,96.22089040050986
258.7890625,-61.64807244648077,106.2317338994795
263.671875,-62.14056235290108,121.8837164024491
268.5546875,-62.50217820981219,153.1259749646709
273.4375,-62.6347070978079,170.5577064156667
278.3203125,-62.30368751389962,168.6513213404264
283.203125,-62.09322443472792,161.3916540713005
288.0859375,-62.13435765308279,136.5613813476108
